u_id,q_id,student_key_stage,question_difficulty,subject,topic,question,correct_answer,student_answer,rater_1,rater_2,rater_3,human_agree,ground_truth,fewshot-gpt-3.5-turbo-0125,fewshot-gpt-4-0125-preview,zeroshot-gpt-3.5-turbo-0125,zeroshot-gpt-4-0125-preview,agree_fewshot-gpt-4-0125-preview
128,ScKS4H128,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,the yield of the forward reaction will drop,wrong,wrong,wrong,1,0,0,0,0,0,1
129,ScKS4H129,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,it will move towards the exothermic direction gto make more product,wrong,wrong,wrong,1,0,0,0,0,0,1
130,ScKS4H130,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,forward reaction will increase as it will increase the amount of product,right,right,right,1,1,1,1,1,1,1
131,ScKS4H131,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The reactants wil make more product in order to counteract the effect,wrong,wrong,wrong,1,0,0,1,0,1,0
132,ScKS4H132,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The product will no longer be at equillibrium,wrong,wrong,wrong,1,0,0,0,0,0,1
133,ScKS4H133,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,One side of the reaction will increase to try and  balence the reaction,wrong,wrong,wrong,1,0,0,0,0,1,1
134,ScKS4H134,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The equilibrium will move to a specific side in order to counter the product being removed,wrong,wrong,wrong,1,0,0,0,0,0,1
135,ScKS4H135,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,it will create more product,right,wrong,wrong,0,0,0,0,0,1,1
136,ScKS4H136,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,"it will move right
",wrong,wrong,wrong,1,0,0,0,0,0,1
137,ScKS4H137,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The forward reaction,wrong,wrong,wrong,1,0,1,0,0,0,0
138,ScKS4H138,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,forward reaction will increase because that will increase the amount of product,right,right,right,1,1,1,1,1,1,1
139,ScKS4H139,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,the equilibrium will shift,wrong,wrong,wrong,1,0,0,0,0,0,1
140,ScKS4H140,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,move left,wrong,wrong,wrong,1,0,0,0,0,0,1
141,ScKS4H141,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,more product will be made so the recation will keep moving to the right,right,right,right,1,1,0,1,1,1,0
142,ScKS4H142,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,equilibrium goes rightand forms a product,wrong,wrong,wrong,1,0,0,1,0,1,0
143,ScKS4H143,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,favour forwards reaction,right,wrong,right,0,1,0,1,0,1,0
144,ScKS4H144,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,gives a forward reaction,wrong,wrong,wrong,1,0,1,0,0,0,0
145,ScKS4H145,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The forward reaction is favoured and product will increase,right,right,right,1,1,0,1,0,1,0
146,ScKS4H146,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The forward reaction will increase as a way of making more product,right,right,right,1,1,1,1,1,1,1
147,ScKS4H147,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The reaction will move in the forward direction so more product is made.,right,right,right,1,1,1,1,1,1,1
148,ScKS4H148,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,forward recation will take pllace,wrong,wrong,wrong,1,0,0,0,0,0,1
149,ScKS4H149,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,it will shift in the direction of the products,wrong,wrong,wrong,1,0,0,1,0,1,0
150,ScKS4H150,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,the equillibrium will move to the left,wrong,wrong,wrong,1,0,0,0,0,0,1
151,ScKS4H151,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,"equilibrium goes right, making product.",right,right,right,1,1,0,0,0,1,1
152,ScKS4H152,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,Forward reaction increase as will the amount of product,right,right,right,1,1,0,1,0,1,0
153,ScKS4H153,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,a forward reaction,wrong,wrong,wrong,1,0,0,0,0,0,1
155,ScKS4H155,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,Forward reaction will increase as that will increase amount of product,right,right,right,1,1,1,1,1,1,1
156,ScKS4H156,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,The forwards reaction will increase to make more products.,right,right,right,1,1,0,1,1,1,0
157,ScKS4H157,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,When some product is removed the equilibrium will move forward to make up for the lost product and keep the reaction at equilibrium.,right,right,right,1,1,1,1,1,1,1
158,ScKS4H158,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,More product will be produced,right,right,right,1,1,0,0,0,1,1
159,ScKS4H159,KS4,hard,science,Reversible Reactions,A reaction is at equilibrium when some product is removed. What will occur?,The forward reaction will increase as that will increase the amount of product,the forward reaction will increase so that more product is formed,right,right,right,1,1,1,1,1,1,1
